,titles
523,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #4: Problem 10 "
524,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #4: Problem 11 "
525,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #4: Problem 12 "
526,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #5: Problem 13 "
527,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #5: Problem 14 "
528,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #5: Problem 15 "
529,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #6: Problem 16 "
530,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #6: Problem 17 "
531,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #6: Problem 18 "
532,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #7: Problem 19 "
533,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #7: Problem 20 "
534,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #7: Problem 21 "
535,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #7: Problem 22 "
536,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #7: Problem 23 "
537,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #8: Problem 24 "
538,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #8: Problem 25 "
539,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #8: Problem 26 "
540,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #8: Problem 27 "
541,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #8: Problem 28 "
542,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #8: Problem 29 "
543,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #8: Problem 30 "
544,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #9: Problem 31 "
545,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #9: Problem 32 "
546,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #9: Problem 33 "
547,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #9: Problem 34 "
548,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #9: Problem 35 "
549,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #10: Problem 36 "
550,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #10: Problem 37 "
551,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #10: Problem 38 "
552,"D81a/D81b. (RB, STILL ON P. 3) Now, take your time to carefully review the list of problems you circled on Page 3, and tell me the numbers of all the problems you had during that period of feeling (KEY PHRASE ONE) when you were (AGE FROM 81). (PROBE: Any others?) (CHECK ALL MENTIONS.) CATEGORY #10: Problem 39 "
553,[BUILT VARIABLE FOR CONSISTENCY CHECKING] 
554,D81c. INTERVIEWER CHECKPOINT 
555,D82. INTERVIEWER CHECKPOINT 
556,D82a. During this period of feeling (KEY PHRASE ONE) how much weight did you lose? Code # POUNDS (01-95) 
557,D83. INTERVIEWER CHECKPOINT 
558,D83a. During this period of feeling (KEY PHRASE ONE) how much weight did you gain? Code # POUNDS (01-95) 
559,"D84. (RB, STILL ON P. 3) Could any of these problems circled on Page 3 have been due entirely to medications, drugs, alcohol, physical illness or injury? "
560,"D84a. (RB, STILL ON P. 3) Which of these problems circled on Page 3 were caused by medications, drugs, alcohol, physical illness or injury during period(s) of feeling (KEY PHRASE ONE)? Just tell me the numbers. (Any others?) (CHECK ALL MENTIONS.) Problem 01 "
561,"D84a. (RB, STILL ON P. 3) Which of these problems circled on Page 3 were caused by medications, drugs, alcohol, physical illness or injury during period(s) of feeling (KEY PHRASE ONE)? Just tell me the numbers. (Any others?) (CHECK ALL MENTIONS.) Problem 02 "
562,"D84a. (RB, STILL ON P. 3) Which of these problems circled on Page 3 were caused by medications, drugs, alcohol, physical illness or injury during period(s) of feeling (KEY PHRASE ONE)? Just tell me the numbers. (Any others?) (CHECK ALL MENTIONS.) Problem 03 "
563,"D84. (RB, STILL ON P. 3) Which of these problems circled on Page 3 were caused by medications, drugs, alcohol, physical illness or injury during period(s) of feeling (KEY PHRASE ONE)? Just tell me the numbers. (Any others?) (CHECK ALL MENTIONS.) Problem 04 "
564,"D84a. (RB, STILL ON P. 3) Which of these problems circled on Page 3 were caused by medications, drugs, alcohol, physical illness or injury during period(s) of feeling (KEY PHRASE ONE)? Just tell me the numbers. (Any others?) (CHECK ALL MENTIONS.) Problem 05 "
565,"D84a. (RB, STILL ON P. 3) Which of these problems circled on Page 3 were caused by medications, drugs, alcohol, physical illness or injury during period(s) of feeling (KEY PHRASE ONE)? Just tell me the numbers. (Any others?) (CHECK ALL MENTIONS.) Problem 06 "
566,"D84a. (RB, STILL ON P. 3) Which of these problems circled on Page 3 were caused by medications, drugs, alcohol, physical illness or injury during period(s) of feeling (KEY PHRASE ONE)? Just tell me the numbers. (Any others?) (CHECK ALL MENTIONS.) Problem 07 "
567,"D84a. (RB, STILL ON P. 3) Which of these problems circled on Page 3 were caused by medications, drugs, alcohol, physical illness or injury during period(s) of feeling (KEY PHRASE ONE)? Just tell me the numbers. (Any others?) (CHECK ALL MENTIONS.) Problem 08 "
568,"D84a. (RB, STILL ON P. 3) Which of these problems circled on Page 3 were caused by medications, drugs, alcohol, physical illness or injury during period(s) of feeling (KEY PHRASE ONE)? Just tell me the numbers. (Any others?) (CHECK ALL MENTIONS.) Problem 09 "
